r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)  drho/dr (kg/m^4)   dn_e/dr (fm^{-3}/m)
11.74635   8.64500904e+31   1.39626276   3.80596666e+13   -0.659686114   1.54096727   0.0226047226   1007.91289   209.095854   40   39.9943584   0.000897090326   0.0179151494   946.973044   -2.99526759e+14   -5.57135658e-06
11.7476   8.54672934e+31   1.39630404   3.7687024e+13   -0.659705115   1.54090321   0.022383921   1005.85096   208.72973   40   39.994457   0.000890148615   0.0177387856   946.945374   -2.96711516e+14   -5.53536232e-06
11.74885   8.44943513e+31   1.39634493   3.73178879e+13   -0.659724112   1.54083895   0.0221651903   1003.79924   208.36412   40   39.9945525   0.00088325192   0.0175641198   946.917733   -2.93916507e+14   -5.4993377e-06
11.7501   8.35311692e+31   1.39638543   3.69522327e+13   -0.659743105   1.54077446   0.0219485155   1001.75759   207.99907   40   39.9946451   0.000876400271   0.0173911371   946.890121   -2.91142143e+14   -5.46329222e-06
11.75135   8.25776529e+31   1.39642553   3.65900325e+13   -0.659762094   1.54070976   0.0217338814   999.725809   207.634624   40   39.9947348   0.000869593689   0.0172198229   946.862538   -2.88388794e+14   -5.42723516e-06
11.7526   8.16337091e+31   1.39646526   3.62312607e+13   -0.65978108   1.54064486   0.0215212723   997.703736   207.270823   40   39.9948219   0.000862832183   0.0170501622   946.834985   -2.8565681e+14   -5.39117579e-06
11.75385   8.06992449e+31   1.3965046   3.58758905e+13   -0.659800061   1.54057974   0.0213106725   995.691181   206.907705   40   39.9949064   0.00085611575   0.0168821399   946.807462   -2.82946523e+14   -5.35512342e-06
11.7551   7.97741685e+31   1.39654356   3.55238944e+13   -0.659819038   1.54051442   0.021102066   993.687951   206.545305   40   39.9949885   0.000849444375   0.0167157409   946.77997   -2.80258227e+14   -5.31908708e-06
11.75635   7.88583886e+31   1.39658215   3.51752449e+13   -0.659838012   1.54044889   0.0208954364   991.693848   206.183657   40   39.9950681   0.000842818032   0.0165509499   946.752508   -2.77592185e+14   -5.28307545e-06
11.7576   7.7951815e+31   1.39662037   3.4829914e+13   -0.659856982   1.54038317   0.0206907674   989.708667   205.822791   40   39.9951455   0.000836236686   0.0163877517   946.725076   -2.74948631e+14   -5.24709705e-06
11.75885   7.70543579e+31   1.39665822   3.44878733e+13   -0.659875947   1.54031724   0.0204880423   987.732199   205.462737   40   39.9952207   0.00082970029   0.0162261308   946.697676   -2.72327774e+14   -5.21116016e-06
11.7601   7.61659285e+31   1.39669571   3.41490945e+13   -0.659894909   1.54025112   0.0202872444   985.764229   205.103521   40   39.9952937   0.000823208786   0.016066072   946.670306   -2.69729798e+14   -5.17527288e-06
11.76135   7.52864388e+31   1.39673284   3.38135488e+13   -0.659913867   1.5401848   0.0200883567   983.804539   204.745168   40   39.9953647   0.000816762107   0.0159075597   946.642968   -2.67154865e+14   -5.13944309e-06
11.7626   7.44158016e+31   1.39676961   3.34812074e+13   -0.659932821   1.54011829   0.0198913624   981.852905   204.3877   40   39.9954338   0.000810360178   0.0157505785   946.61566   -2.64603112e+14   -5.10367842e-06
11.76385   7.35539303e+31   1.39680603   3.31520411e+13   -0.659951771   1.54005159   0.0196962442   979.909101   204.031139   40   39.995501   0.000804002911   0.0155951131   946.588384   -2.62074655e+14   -5.06798632e-06
11.7651   7.27007394e+31   1.39684209   3.28260207e+13   -0.659970717   1.5399847   0.0195029852   977.972895   203.675503   40   39.9955664   0.000797690212   0.0154411478   946.561139   -2.59569589e+14   -5.03237399e-06
11.76635   7.18561439e+31   1.39687781   3.25031171e+13   -0.65998966   1.53991762   0.0193115679   976.044054   203.32081   40   39.99563   0.000791421976   0.0152886675   946.533926   -2.5708799e+14   -4.99684839e-06
11.7676   7.102006e+31   1.39691319   3.21833007e+13   -0.660008598   1.53985036   0.0191219751   974.122342   202.967076   40   39.995692   0.000785198091   0.0151376565   946.506744   -2.54629914e+14   -4.96141628e-06
11.76885   7.01924043e+31   1.39694822   3.18665423e+13   -0.660027532   1.53978292   0.0189341895   972.207519   202.614315   40   39.9957524   0.000779018436   0.0149880996   946.479593   -2.52195411e+14   -4.9260844e-06
11.7701   6.93730944e+31   1.39698292   3.15528122e+13   -0.660046462   1.53971529   0.0187481938   970.299342   202.262538   40   39.9958112   0.00077288288   0.0148399815   946.452474   -2.49784509e+14   -4.89085919e-06
11.77135   6.85620489e+31   1.39701728   3.1242081e+13   -0.660065389   1.53964749   0.0185639705   968.397569   201.911758   40   39.9958685   0.000766791288   0.0146932868   946.425386   -2.47397203e+14   -4.85574652e-06
11.7726   6.77591867e+31   1.39705132   3.09343192e+13   -0.660084311   1.53957951   0.0183815023   966.501952   201.561985   40   39.9959244   0.000760743514   0.0145480004   946.398329   -2.45033476e+14   -4.82075211e-06
11.77385   6.69644281e+31   1.39708502   3.06294973e+13   -0.66010323   1.53951136   0.0182007718   964.612244   201.213226   40   39.9959789   0.000754739407   0.0144041072   946.371303   -2.426933e+14   -4.78588153e-06
11.7751   6.61776937e+31   1.3971184   3.0327586e+13   -0.660122144   1.53944303   0.0180217618   962.728196   200.86549   40   39.9960321   0.00074877881   0.014261592   946.344308   -2.40376633e+14   -4.7511401e-06
11.77635   6.53989053e+31   1.39715145   3.00285557e+13   -0.660141054   1.53937453   0.017844455   960.849558   200.518781   40   39.9960839   0.000742861557   0.0141204399   946.317344   -2.38083419e+14   -4.71653292e-06
11.7776   6.46279853e+31   1.39718419   2.97323774e+13   -0.660159961   1.53930587   0.017668834   958.976076   200.173106   40   39.9961346   0.000736987478   0.013980636   946.290411   -2.35813589e+14   -4.68206489e-06
11.77885   6.38648569e+31   1.39721661   2.94390218e+13   -0.660178863   1.53923703   0.0174948817   957.1075   199.828468   40   39.996184   0.000731156395   0.0138421654   946.263509   -2.33567064e+14   -4.64774065e-06
11.7801   6.31094442e+31   1.39724872   2.91484598e+13   -0.660197762   1.53916803   0.017322581   955.243574   199.484869   40   39.9962323   0.000725368126   0.0137050136   946.236637   -2.3134375e+14   -4.61356466e-06
11.78135   6.23616719e+31   1.39728052   2.88606624e+13   -0.660216656   1.53909887   0.0171519149   953.384045   199.142312   40   39.9962794   0.000719622483   0.0135691658   946.209796   -2.29143546e+14   -4.57954113e-06
11.7826   6.16214658e+31   1.39731201   2.85756009e+13   -0.660235547   1.53902955   0.0169828662   951.528659   198.800798   40   39.9963255   0.000713919273   0.0134346076   946.182985   -2.2696634e+14   -4.54567408e-06
11.78385   6.08887522e+31   1.3973432   2.82932466e+13   -0.660254433   1.53896006   0.0168154182   949.677159   198.460326   40   39.9963705   0.000708258298   0.0133013246   946.156204   -2.24812008e+14   -4.51196734e-06
11.7851   6.01634582e+31   1.39737408   2.80135709e+13   -0.660273316   1.53889042   0.016649554   947.829291   198.120896   40   39.9964146   0.000702639355   0.0131693026   946.129453   -2.22680422e+14   -4.47842451e-06
11.78635   5.9445512e+31   1.39740467   2.77365455e+13   -0.660292194   1.53882062   0.016485257   945.984799   197.782505   40   39.9964576   0.000697062237   0.0130385274   946.102732   -2.2057145e+14   -4.44504916e-06
11.7876   5.87348422e+31   1.39743496   2.74621422e+13   -0.660311068   1.53875067   0.0163225105   944.143427   197.445153   40   39.9964998   0.000691526732   0.0129089849   946.07604   -2.18484967e+14   -4.41184493e-06
11.78885   5.80313782e+31   1.39746495   2.71903331e+13   -0.660329939   1.53868057   0.0161612979   942.304919   197.108835   40   39.996541   0.000686032625   0.0127806613   946.049377   -2.16420813e+14   -4.37881476e-06
11.7901   5.73350505e+31   1.39749466   2.69210902e+13   -0.660348805   1.53861031   0.016001603   940.469021   196.773548   40   39.9965813   0.000680579695   0.0126535428   946.022743   -2.1437881e+14   -4.34596111e-06
11.79135   5.66457899e+31   1.39752408   2.66543861e+13   -0.660367668   1.5385399   0.0158434094   938.635476   196.439287   40   39.9966208   0.000675167722   0.0125276157   945.996138   -2.1235879e+14   -4.31328663e-06
11.7926   5.59635283e+31   1.39755321   2.63901932e+13   -0.660386526   1.53846935   0.015686701   936.804029   196.106048   40   39.9966595   0.000669796479   0.0124028666   945.969562   -2.10360581e+14   -4.28079379e-06
11.79385   5.52881982e+31   1.39758206   2.61284846e+13   -0.66040538   1.53839865   0.0155314618   934.974427   195.773825   40   39.9966973   0.000664465737   0.012279282   945.943014   -2.08384005e+14   -4.24848493e-06
11.7951   5.46197329e+31   1.39761063   2.58692332e+13   -0.66042423   1.53832781   0.0153776759   933.146416   195.442611   40   39.9967344   0.000659175266   0.0121568487   945.916494   -2.06428881e+14   -4.21636219e-06
11.79635   5.39580662e+31   1.39763892   2.56124124e+13   -0.660443077   1.53825682   0.0152253276   931.319741   195.1124   40   39.9967708   0.000653924832   0.0120355538   945.890001   -2.04495022e+14   -4.18442759e-06
11.7976   5.3303133e+31   1.39766694   2.53579957e+13   -0.660461919   1.53818569   0.0150744013   929.49415   194.783185   40   39.9968065   0.000648714197   0.0119153841   945.863537   -2.02582238e+14   -4.15268295e-06
11.79885   5.26548687e+31   1.39769468   2.51059568e+13   -0.660480757   1.53811442   0.0149248814   927.66939   194.454958   40   39.9968414   0.000643543124   0.0117963268   945.837099   -2.00690335e+14   -4.12112999e-06
11.8001   5.20132093e+31   1.39772215   2.48562698e+13   -0.660499591   1.53804302   0.0147767528   925.84521   194.127712   40   39.9968757   0.000638411372   0.0116783694   945.810688   -1.98819116e+14   -4.08977024e-06
11.80135   5.13780918e+31   1.39774936   2.4608909e+13   -0.660518421   1.53797148   0.0146300001   924.021359   193.801437   40   39.9969093   0.000633318699   0.0115614993   945.784304   -1.96968382e+14   -4.05860513e-06
11.8026   5.07494536e+31   1.3977763   2.43638489e+13   -0.660537247   1.5378998   0.0144846084   922.197586   193.476126   40   39.9969423   0.00062826486   0.0114457041   945.757946   -1.95137929e+14   -4.02763595e-06
11.80385   5.0127233e+31   1.39780298   2.41210642e+13   -0.660556069   1.53782799   0.0143405628   920.373643   193.151769   40   39.9969746   0.000623249609   0.0113309716   945.731615   -1.93327555e+14   -3.99686383e-06
11.8051   4.9511369e+31   1.3978294   2.388053e+13   -0.660574887   1.53775604   0.0141978486   918.54928   192.828356   40   39.9970064   0.0006182727   0.0112172896   945.705309   -1.91537051e+14   -3.96628981e-06
11.80635   4.8901801e+31   1.39785556   2.36422216e+13   -0.6605937   1.53768397   0.0140564511   916.724251   192.505879   40   39.9970376   0.000613333884   0.0111046463   945.679028   -1.89766217e+14   -3.93591493e-06
11.8076   4.82984694e+31   1.39788147   2.34061144e+13   -0.66061251   1.53761176   0.013916356   914.898307   192.184326   40   39.9970682   0.000608432913   0.0109930297   945.652773   -1.88014862e+14   -3.90574036e-06
11.80885   4.77013151e+31   1.39790712   2.31721844e+13   -0.660631316   1.53753943   0.013777549   913.071203   191.863688   40   39.9970983   0.000603569533   0.0108824283   945.626543   -1.8628277e+14   -3.8757667e-06
11.8101   4.71102796e+31   1.39793252   2.29404075e+13   -0.660650117   1.53746698   0.0136400159   911.242694   191.543954   40   39.9971278   0.000598743496   0.0107728305   945.600337   -1.84569711e+14   -3.84599411e-06
11.81135   4.65253052e+31   1.39795767   2.27107601e+13   -0.660668915   1.53739439   0.0135037428   909.412535   191.225113   40   39.9971569   0.000593954548   0.0106642249   945.574155   -1.82875471e+14   -3.81642303e-06
11.8126   4.59463347e+31   1.39798257   2.24832188e+13   -0.660687708   1.53732169   0.0133687158   907.580483   190.907155   40   39.9971854   0.000589202438   0.0105566004   945.547997   -1.81199836e+14   -3.78705382e-06
11.81385   4.53733117e+31   1.39800723   2.22577605e+13   -0.660706497   1.53724886   0.0132349214   905.746296   190.590067   40   39.9972135   0.000584486914   0.0104499457   945.521863   -1.79542593e+14   -3.75788676e-06
11.8151   4.48061801e+31   1.39803165   2.20343624e+13   -0.660725282   1.53717591   0.0131023461   903.909732   190.27384   40   39.9972411   0.000579807721   0.01034425   945.495752   -1.77903531e+14   -3.72892202e-06
11.81635   4.42448849e+31   1.39805583   2.18130017e+13   -0.660744063   1.53710284   0.0129709764   902.070552   189.958461   40   39.9972682   0.000575164609   0.0102395025   945.469664   -1.76282434e+14   -3.70015972e-06
11.8176   4.36893713e+31   1.39807977   2.15936563e+13   -0.66076284   1.53702966   0.0128407993   900.228515   189.643919   40   39.9972949   0.000570557322   0.0101356925   945.443598   -1.74679091e+14   -3.67159986e-06
11.81885   4.31395852e+31   1.39810348   2.1376304e+13   -0.660781613   1.53695635   0.0127118017   898.383384   189.330202   40   39.9973211   0.000565985609   0.0100328095   945.417555   -1.73093289e+14   -3.64324237e-06
11.8201   4.25954733e+31   1.39812695   2.11609231e+13   -0.660800382   1.53688294   0.0125839707   896.534921   189.017298   40   39.997347   0.000561449216   0.00993084314   945.391534   -1.71524816e+14   -3.61508712e-06
11.82135   4.20569827e+31   1.39815018   2.09474919e+13   -0.660819147   1.5368094   0.0124572937   894.68289   188.705195   40   39.9973724   0.000556947891   0.00982978311   945.365534   -1.6997346e+14   -3.58713388e-06
11.8226   4.1524061e+31   1.39817319   2.07359894e+13   -0.660837908   1.53673576   0.0123317581   892.827054   188.393882   40   39.9973974   0.000552481381   0.00972961935   945.339556   -1.68439012e+14   -3.55938239e-06
11.82385   4.09966565e+31   1.39819598   2.05263944e+13   -0.660856664   1.536662   0.0122073515   890.96718   188.083346   40   39.9974221   0.000548049435   0.00963034188   945.313599   -1.66921261e+14   -3.53183229e-06
11.8251   4.04747182e+31   1.39821853   2.03186863e+13   -0.660875416   1.53658813   0.0120840616   889.103033   187.773574   40   39.9974463   0.000543651801   0.00953194087   945.287662   -1.65419999e+14   -3.50448318e-06
11.82635   3.99581954e+31   1.39824086   2.01128444e+13   -0.660894165   1.53651416   0.0119618764   887.234382   187.464555   40   39.9974702   0.000539288227   0.00943440662   945.261746   -1.63935019e+14   -3.47733458e-06
11.8276   3.94470382e+31   1.39826297   1.99088487e+13   -0.660912909   1.53644007   0.0118407839   885.360994   187.156277   40   39.9974938   0.000534958464   0.00933772956   945.235849   -1.62466115e+14   -3.45038598e-06
11.82885   3.8941197e+31   1.39828487   1.97066791e+13   -0.660931649   1.53636588   0.0117207724   883.482639   186.848727   40   39.997517   0.000530662262   0.00924190026   945.209973   -1.61013081e+14   -3.4236368e-06
11.8301   3.84406228e+31   1.39830654   1.9506316e+13   -0.660950385   1.53629158   0.0116018301   881.599087   186.541892   40   39.9975398   0.000526399372   0.0091469094   945.184115   -1.59575715e+14   -3.3970864e-06
11.83135   3.79452674e+31   1.398328   1.93077398e+13   -0.660969117   1.53621718   0.0114839457   879.710109   186.23576   40   39.9975624   0.000522169546   0.00905274783   945.158277   -1.58153814e+14   -3.37073412e-06
11.8326   3.74550827e+31   1.39834924   1.91109315e+13   -0.660987844   1.53614268   0.0113671077   877.815477   185.93032   40   39.9975846   0.000517972537   0.00895940648   945.132457   -1.56747182e+14   -3.34457933e-06
11.83385   3.69700215e+31   1.39837027   1.89158719e+13   -0.661006568   1.53606807   0.011251305   875.914964   185.625558   40   39.9976065   0.000513808098   0.00886687643   945.106656   -1.55355626e+14   -3.3186214e-06
11.8351   3.64900369e+31   1.39839109   1.87225424e+13   -0.661025287   1.53599336   0.0111365266   874.008344   185.321462   40   39.9976281   0.000509675984   0.00877514888   945.080873   -1.53978944e+14   -3.29285939e-06
11.83635   3.60150824e+31   1.3984117   1.85309245e+13   -0.661044003   1.53591856   0.0110227614   872.095391   185.01802   40   39.9976494   0.000505575949   0.00868421516   945.055107   -1.52616932e+14   -3.26729231e-06
11.8376   3.55451124e+31   1.39843211   1.83410001e+13   -0.661062714   1.53584365   0.0109099988   870.175882   184.715219   40   39.9976704   0.000501507753   0.00859406671   945.029359   -1.51269396e+14   -3.24191928e-06
11.83885   3.50800813e+31   1.39845231   1.8152751e+13   -0.661081421   1.53576865   0.0107982281   868.249592   184.413047   40   39.9976911   0.000497471151   0.00850469512   945.003628   -1.49936144e+14   -3.21673937e-06
11.8401   3.46199444e+31   1.3984723   1.79661597e+13   -0.661100124   1.53569355   0.0106874389   866.3163   184.111492   40   39.9977115   0.000493465904   0.00841609207   944.977913   -1.48616986e+14   -3.19175166e-06
11.84135   3.41646573e+31   1.3984921   1.77812086e+13   -0.661118822   1.53561835   0.0105776208   864.375783   183.810542   40   39.9977317   0.000489491772   0.00832824938   944.952215   -1.47311734e+14   -3.16695515e-06
11.8426   3.37141759e+31   1.39851169   1.75978804e+13   -0.661137517   1.53554306   0.0104687637   862.42782   183.510185   40   39.9977516   0.000485548516   0.00824115897   944.926533   -1.460202e+14   -3.14234886e-06
11.84385   3.32684569e+31   1.39853109   1.74161581e+13   -0.661156208   1.53546768   0.0103608575   860.472192   183.210408   40   39.9977713   0.0004816359   0.00815481289   944.900867   -1.44742201e+14   -3.11793175e-06
11.8451   3.28274573e+31   1.39855029   1.72360249e+13   -0.661174894   1.53539221   0.0102538922   858.508679   182.911199   40   39.9977907   0.000477753687   0.00806920329   944.875216   -1.43477553e+14   -3.09370277e-06
11.84635   3.23911346e+31   1.3985693   1.70574642e+13   -0.661193576   1.53531664   0.010147858   856.537064   182.612547   40   39.9978099   0.000473901643   0.00798432245   944.849581   -1.42226075e+14   -3.06966084e-06
