r (km)   P (dyn/cm^2)   M/M_solar   rho (g/cm^3)   g_{tt}   g_{rr}   n_b (fm^{-3})   A_eq   A   Z_eq   Z   n_e (fm^{-3})   n_n(n_nf) (fm^{-3})   mu_n(mu_nf) (MeV)  drho/dr (kg/m^4)   dn_e/dr (fm^{-3}/m)
12.413225   8.70740341e+27   1.40002307   1.12947529e+10   -0.669238241   1.49945671   6.79186341e-06   84   84   34   34   2.74908757e-06   0   0   -2.06693309e+11   -5.02657863e-08
12.41385   8.580395e+27   1.40002308   1.11661103e+10   -0.669246656   1.49941901   6.71457153e-06   84   84   34   34   2.71780276e-06   0   0   -2.04967633e+11   -4.98467342e-08
12.414475   8.45485153e+27   1.40002308   1.10385433e+10   -0.66925507   1.49938132   6.63792497e-06   84   84   34   34   2.68677915e-06   0   0   -2.03251335e+11   -4.94299519e-08
12.4151   8.33076051e+27   1.40002309   1.09120461e+10   -0.669263482   1.49934363   6.56192021e-06   84   84   34   34   2.65601532e-06   0   0   -2.01544386e+11   -4.9015433e-08
12.415725   8.2081095e+27   1.4000231   1.07866128e+10   -0.669271894   1.49930594   6.48655378e-06   84   84   34   34   2.62550986e-06   0   0   -1.99846761e+11   -4.8603171e-08
12.41635   8.08688613e+27   1.4000231   1.06622377e+10   -0.669280305   1.49926826   6.41182218e-06   84   84   34   34   2.59526136e-06   0   0   -1.98158432e+11   -4.81931596e-08
12.416975   7.96707812e+27   1.40002311   1.05389148e+10   -0.669288715   1.49923059   6.33772196e-06   84   84   34   34   2.56526841e-06   0   0   -1.96479373e+11   -4.77853925e-08
12.4176   7.84867324e+27   1.40002312   1.04166385e+10   -0.669297124   1.49919292   6.26424965e-06   84   84   34   34   2.53552962e-06   0   0   -1.9480956e+11   -4.73798636e-08
12.418225   7.73165934e+27   1.40002312   1.02954029e+10   -0.669305531   1.49915526   6.19140179e-06   84   84   34   34   2.50604358e-06   0   0   -1.93148965e+11   -4.69765666e-08
12.41885   7.61602433e+27   1.40002313   1.01752023e+10   -0.669313938   1.49911761   6.11917496e-06   84   84   34   34   2.47680891e-06   0   0   -1.9149752e+11   -4.65754848e-08
12.419475   7.50175621e+27   1.40002314   1.0056031e+10   -0.669322344   1.49907996   6.04756574e-06   84   84   34   34   2.44782423e-06   0   0   -1.89855143e+11   -4.61765985e-08
12.4201   7.38884302e+27   1.40002314   9.93788332e+09   -0.669330749   1.49904231   5.97657076e-06   84   84   34   34   2.41908816e-06   0   0   -1.88221847e+11   -4.57799109e-08
12.420725   7.2772729e+27   1.40002315   9.82075365e+09   -0.669339154   1.49900467   5.9061866e-06   84   84   34   34   2.39059934e-06   0   0   -1.86597659e+11   -4.53854287e-08
12.42135   7.16703403e+27   1.40002315   9.70463625e+09   -0.669347557   1.49896704   5.83640987e-06   84   84   34   34   2.36235638e-06   0   0   -1.84982555e+11   -4.4993146e-08
12.421975   7.05811468e+27   1.40002316   9.58952546e+09   -0.669355959   1.49892941   5.76723718e-06   84   84   34   34   2.33435791e-06   0   0   -1.83376511e+11   -4.46030572e-08
12.4226   6.95050318e+27   1.40002317   9.47541561e+09   -0.66936436   1.49889179   5.69866514e-06   84   84   34   34   2.30660256e-06   0   0   -1.81779505e+11   -4.42151568e-08
12.423225   6.84418793e+27   1.40002317   9.36230108e+09   -0.669372761   1.49885417   5.63069037e-06   84   84   34   34   2.27908896e-06   0   0   -1.80191513e+11   -4.38294394e-08
12.42385   6.73915738e+27   1.40002318   9.25017622e+09   -0.66938116   1.49881656   5.56330952e-06   84   84   34   34   2.25181576e-06   0   0   -1.78612485e+11   -4.34458929e-08
12.424475   6.63540008e+27   1.40002318   9.13903547e+09   -0.669389558   1.49877896   5.49651923e-06   84   84   34   34   2.22478159e-06   0   0   -1.77042292e+11   -4.30644857e-08
12.4251   6.53290463e+27   1.40002319   9.02887336e+09   -0.669397956   1.49874136   5.43031625e-06   84   84   34   34   2.19798515e-06   0   0   -1.75480919e+11   -4.26852144e-08
12.425725   6.43165969e+27   1.40002319   8.91968432e+09   -0.669406352   1.49870377   5.36469725e-06   84   84   34   34   2.17142508e-06   0   0   -1.73928447e+11   -4.2308099e-08
12.42635   6.33165399e+27   1.4000232   8.8114628e+09   -0.669414748   1.49866618   5.29965889e-06   84   84   34   34   2.14510003e-06   0   0   -1.72384867e+11   -4.19331369e-08
12.426975   6.23287635e+27   1.4000232   8.70420324e+09   -0.669423143   1.4986286   5.23519785e-06   84   84   34   34   2.11900865e-06   0   0   -1.70850156e+11   -4.15603232e-08
12.4276   6.13531562e+27   1.40002321   8.5979001e+09   -0.669431536   1.49859102   5.17131083e-06   84   84   34   34   2.09314962e-06   0   0   -1.69324295e+11   -4.11896529e-08
12.428225   6.03896074e+27   1.40002321   8.49254787e+09   -0.669439929   1.49855345   5.10799451e-06   84   84   34   34   2.06752159e-06   0   0   -1.67807198e+11   -4.08211053e-08
12.42885   5.94380071e+27   1.40002322   8.3881411e+09   -0.669448321   1.49851588   5.04524565e-06   84   84   34   34   2.04212324e-06   0   0   -1.66298721e+11   -4.04546454e-08
12.429475   5.8498246e+27   1.40002322   8.28467447e+09   -0.669456711   1.49847832   4.98306105e-06   84   84   34   34   2.01695328e-06   0   0   -1.64798899e+11   -4.00902822e-08
12.4301   5.75702154e+27   1.40002323   8.18214248e+09   -0.669465101   1.49844077   4.92143743e-06   84   84   34   34   1.99201039e-06   0   0   -1.63307831e+11   -3.97280393e-08
12.430725   5.66538072e+27   1.40002323   8.08053968e+09   -0.66947349   1.49840322   4.86037152e-06   84   84   34   34   1.96729323e-06   0   0   -1.618255e+11   -3.9367913e-08
12.43135   5.5748914e+27   1.40002324   7.9798606e+09   -0.669481878   1.49836568   4.79986005e-06   84   84   34   34   1.9428005e-06   0   0   -1.60351888e+11   -3.90098987e-08
12.431975   5.48554293e+27   1.40002324   7.88009982e+09   -0.669490265   1.49832814   4.73989977e-06   84   84   34   34   1.91853086e-06   0   0   -1.58886857e+11   -3.86539633e-08
12.4326   5.39732467e+27   1.40002325   7.78125203e+09   -0.669498651   1.49829061   4.68048752e-06   84   84   34   34   1.89448304e-06   0   0   -1.57430274e+11   -3.83000744e-08
12.433225   5.3102261e+27   1.40002325   7.68331198e+09   -0.669507036   1.49825308   4.62162013e-06   84   84   34   34   1.87065577e-06   0   0   -1.55982233e+11   -3.79482549e-08
12.43385   5.22423673e+27   1.40002326   7.58627424e+09   -0.669515421   1.49821556   4.56329438e-06   84   84   34   34   1.84704772e-06   0   0   -1.54542825e+11   -3.75985269e-08
12.434475   5.13934614e+27   1.40002326   7.49013344e+09   -0.669523804   1.49817804   4.50550703e-06   84   84   34   34   1.82365761e-06   0   0   -1.53112032e+11   -3.72508861e-08
12.4351   5.05554399e+27   1.40002327   7.3948842e+09   -0.669532186   1.49814054   4.44825487e-06   84   84   34   34   1.80048412e-06   0   0   -1.51689738e+11   -3.69053047e-08
12.435725   4.97281999e+27   1.40002327   7.30052127e+09   -0.669540567   1.49810303   4.39153477e-06   84   84   34   34   1.77752598e-06   0   0   -1.50275759e+11   -3.65617375e-08
12.43635   4.89116392e+27   1.40002328   7.2070395e+09   -0.669548948   1.49806553   4.33534363e-06   84   84   34   34   1.75478194e-06   0   0   -1.48870167e+11   -3.62202028e-08
12.436975   4.8105656e+27   1.40002328   7.11443356e+09   -0.669557327   1.49802804   4.27967826e-06   84   84   34   34   1.73225072e-06   0   0   -1.47473109e+11   -3.58807358e-08
12.4376   4.73101495e+27   1.40002329   7.02269812e+09   -0.669565706   1.49799055   4.22453547e-06   84   84   34   34   1.70993102e-06   0   0   -1.46084564e+11   -3.55433317e-08
12.438225   4.65250193e+27   1.40002329   6.93182786e+09   -0.669574083   1.49795307   4.16991209e-06   84   84   34   34   1.68782156e-06   0   0   -1.44704318e+11   -3.52079385e-08
12.43885   4.57501657e+27   1.40002329   6.84181772e+09   -0.66958246   1.4979156   4.11580507e-06   84   84   34   34   1.6659211e-06   0   0   -1.43332261e+11   -3.48745295e-08
12.439475   4.49854895e+27   1.4000233   6.75266253e+09   -0.669590836   1.49787813   4.06221133e-06   84   84   34   34   1.6442284e-06   0   0   -1.4196857e+11   -3.45431479e-08
12.4401   4.42308924e+27   1.4000233   6.66435701e+09   -0.66959921   1.49784066   4.0091277e-06   84   84   34   34   1.62274217e-06   0   0   -1.40613325e+11   -3.42138134e-08
12.440725   4.34862765e+27   1.40002331   6.57689587e+09   -0.669607584   1.4978032   3.95655103e-06   84   84   34   34   1.60146113e-06   0   0   -1.39266369e+11   -3.38864875e-08
12.44135   4.27515444e+27   1.40002331   6.49027405e+09   -0.669615957   1.49776575   3.90447826e-06   84   84   34   34   1.58038406e-06   0   0   -1.37927494e+11   -3.35611199e-08
12.441975   4.20265997e+27   1.40002331   6.40448651e+09   -0.669624329   1.4977283   3.85290639e-06   84   84   34   34   1.55950973e-06   0   0   -1.36596822e+11   -3.32377404e-08
12.4426   4.13113462e+27   1.40002332   6.31952802e+09   -0.6696327   1.49769086   3.8018323e-06   84   84   34   34   1.53883688e-06   0   0   -1.35274527e+11   -3.29163914e-08
12.443225   4.06056887e+27   1.40002332   6.23539335e+09   -0.66964107   1.49765342   3.75125283e-06   84   84   34   34   1.51836424e-06   0   0   -1.33960427e+11   -3.25970286e-08
12.44385   3.99095323e+27   1.40002333   6.15207749e+09   -0.669649439   1.49761599   3.701165e-06   84   84   34   34   1.4980906e-06   0   0   -1.3265431e+11   -3.22796005e-08
12.444475   3.92227829e+27   1.40002333   6.06957546e+09   -0.669657807   1.49757857   3.65156583e-06   84   84   34   34   1.47801474e-06   0   0   -1.31356326e+11   -3.19641437e-08
12.4451   3.8545347e+27   1.40002333   5.98788208e+09   -0.669666174   1.49754115   3.6024522e-06   84   84   34   34   1.45813542e-06   0   0   -1.30066643e+11   -3.16506991e-08
12.445725   3.78771314e+27   1.40002334   5.90699216e+09   -0.66967454   1.49750373   3.55382102e-06   84   84   34   34   1.43845137e-06   0   0   -1.28784975e+11   -3.13391973e-08
12.44635   3.7218044e+27   1.40002334   5.82690086e+09   -0.669682905   1.49746633   3.50566939e-06   84   84   34   34   1.41896142e-06   0   0   -1.2751121e+11   -3.10296111e-08
12.446975   3.65679929e+27   1.40002334   5.74760314e+09   -0.66969127   1.49742892   3.45799428e-06   84   84   34   34   1.39966435e-06   0   0   -1.26245604e+11   -3.07220028e-08
12.4476   3.5926887e+27   1.40002335   5.66909385e+09   -0.669699633   1.49739153   3.41079262e-06   84   84   34   34   1.38055892e-06   0   0   -1.24988127e+11   -3.04163651e-08
12.448225   3.52946358e+27   1.40002335   5.59136799e+09   -0.669707995   1.49735413   3.36406139e-06   84   84   34   34   1.3616439e-06   0   0   -1.23738479e+11   -3.01126253e-08
12.44885   3.46711493e+27   1.40002335   5.51442075e+09   -0.669716357   1.49731675   3.31779774e-06   84   84   34   34   1.34291813e-06   0   0   -1.2249676e+11   -2.98108076e-08
12.449475   3.4056338e+27   1.40002336   5.43824704e+09   -0.669724717   1.49727937   3.2719986e-06   84   84   34   34   1.32438039e-06   0   0   -1.2126319e+11   -2.95109657e-08
12.4501   3.34501134e+27   1.40002336   5.36284177e+09   -0.669733077   1.49724199   3.22666094e-06   84   84   34   34   1.30602943e-06   0   0   -1.20037431e+11   -2.92130175e-08
12.450725   3.2852387e+27   1.40002336   5.28820025e+09   -0.669741436   1.49720462   3.18178193e-06   84   84   34   34   1.28786412e-06   0   0   -1.18819458e+11   -2.8916957e-08
12.45135   3.22630715e+27   1.40002337   5.21431744e+09   -0.669749793   1.49716726   3.13735857e-06   84   84   34   34   1.26988323e-06   0   0   -1.17609565e+11   -2.86228557e-08
12.451975   3.16820797e+27   1.40002337   5.14118829e+09   -0.66975815   1.4971299   3.09338782e-06   84   84   34   34   1.25208555e-06   0   0   -1.16407459e+11   -2.83306422e-08
12.4526   3.11093252e+27   1.40002337   5.06880812e+09   -0.669766506   1.49709255   3.04986688e-06   84   84   34   34   1.23446993e-06   0   0   -1.15213051e+11   -2.80402952e-08
12.453225   3.05447223e+27   1.40002338   4.99717198e+09   -0.669774861   1.4970552   3.00679279e-06   84   84   34   34   1.21703518e-06   0   0   -1.14026641e+11   -2.77518878e-08
12.45385   2.99881855e+27   1.40002338   4.92627482e+09   -0.669783215   1.49701786   2.96416252e-06   84   84   34   34   1.19978007e-06   0   0   -1.12847956e+11   -2.74653532e-08
12.454475   2.94396303e+27   1.40002338   4.85611203e+09   -0.669791568   1.49698053   2.92197332e-06   84   84   34   34   1.18270348e-06   0   0   -1.11676911e+11   -2.71806715e-08
12.4551   2.88989725e+27   1.40002339   4.78667868e+09   -0.66979992   1.4969432   2.88022221e-06   84   84   34   34   1.16580423e-06   0   0   -1.10513794e+11   -2.68979123e-08
12.455725   2.83661286e+27   1.40002339   4.71796979e+09   -0.669808271   1.49690587   2.83890623e-06   84   84   34   34   1.14908109e-06   0   0   -1.09358304e+11   -2.66170025e-08
12.45635   2.78410156e+27   1.40002339   4.6499808e+09   -0.669816621   1.49686855   2.79802265e-06   84   84   34   34   1.13253298e-06   0   0   -1.08210432e+11   -2.633794e-08
12.456975   2.73235511e+27   1.40002339   4.58270675e+09   -0.66982497   1.49683124   2.75756848e-06   84   84   34   34   1.11615867e-06   0   0   -1.07070397e+11   -2.60607784e-08
12.4576   2.68136534e+27   1.4000234   4.5161428e+09   -0.669833319   1.49679393   2.71754083e-06   84   84   34   34   1.099957e-06   0   0   -1.05937884e+11   -2.57854408e-08
12.458225   2.63112411e+27   1.4000234   4.4502844e+09   -0.669841666   1.49675663   2.67793697e-06   84   84   34   34   1.08392687e-06   0   0   -1.04813022e+11   -2.5511959e-08
12.45885   2.58162336e+27   1.4000234   4.38512653e+09   -0.669850012   1.49671933   2.6387539e-06   84   84   34   34   1.06806705e-06   0   0   -1.03695821e+11   -2.52403352e-08
12.459475   2.53285508e+27   1.40002341   4.32066462e+09   -0.669858358   1.49668204   2.59998888e-06   84   84   34   34   1.05237645e-06   0   0   -1.0258608e+11   -2.49705205e-08
12.4601   2.4848113e+27   1.40002341   4.25689393e+09   -0.669866702   1.49664476   2.56163906e-06   84   84   34   34   1.0368539e-06   0   0   -1.01484031e+11   -2.47025718e-08
12.460725   2.43748412e+27   1.40002341   4.19380958e+09   -0.669875046   1.49660748   2.52370152e-06   84   84   34   34   1.02149823e-06   0   0   -1.00389443e+11   -2.44364327e-08
12.46135   2.39086571e+27   1.40002341   4.13140712e+09   -0.669883388   1.4965702   2.4861736e-06   84   84   34   34   1.00630836e-06   0   0   -9.93023591e+10   -2.41721136e-08
12.461975   2.34494827e+27   1.40002342   4.06968163e+09   -0.66989173   1.49653293   2.44905235e-06   84   84   34   34   9.91283093e-07   0   0   -9.82228202e+10   -2.39096248e-08
12.4626   2.29972407e+27   1.40002342   4.0086286e+09   -0.669900071   1.49649567   2.41233505e-06   84   84   34   34   9.76421332e-07   0   0   -9.71506552e+10   -2.36489247e-08
12.463225   2.25518543e+27   1.40002342   3.94824331e+09   -0.669908411   1.49645841   2.3760189e-06   84   84   34   34   9.61721937e-07   0   0   -9.60860429e+10   -2.33900568e-08
12.46385   2.21132472e+27   1.40002342   3.88852104e+09   -0.66991675   1.49642116   2.34010106e-06   84   84   34   34   9.47183761e-07   0   0   -9.50287747e+10   -2.31329703e-08
12.464475   2.16813438e+27   1.40002343   3.82945734e+09   -0.669925087   1.49638391   2.30457885e-06   84   84   34   34   9.32805724e-07   0   0   -9.39789434e+10   -2.2877688e-08
12.4651   2.12560689e+27   1.40002343   3.77104736e+09   -0.669933424   1.49634667   2.26944937e-06   84   84   34   34   9.18586651e-07   0   0   -9.29364746e+10   -2.26241919e-08
12.465725   2.0837348e+27   1.40002343   3.71328675e+09   -0.669941761   1.49630944   2.23471002e-06   84   84   34   34   9.04525484e-07   0   0   -9.19013484e+10   -2.2372477e-08
12.46635   2.04251069e+27   1.40002343   3.65617068e+09   -0.669950096   1.49627221   2.2003579e-06   84   84   34   34   8.90621054e-07   0   0   -9.08735761e+10   -2.21225464e-08
12.466975   2.00192722e+27   1.40002343   3.59969478e+09   -0.66995843   1.49623498   2.16639039e-06   84   84   34   34   8.76872301e-07   0   0   -8.985308e+10   -2.1874381e-08
12.4676   1.96197708e+27   1.40002344   3.54385433e+09   -0.669966763   1.49619777   2.13280466e-06   84   84   34   34   8.63278078e-07   0   0   -8.88399038e+10   -2.16279916e-08
12.468225   1.92265304e+27   1.40002344   3.4886449e+09   -0.669975095   1.49616055   2.09959806e-06   84   84   34   34   8.49837312e-07   0   0   -8.78339573e+10   -2.13833564e-08
12.46885   1.8839479e+27   1.40002344   3.43406188e+09   -0.669983427   1.49612334   2.06676783e-06   84   84   34   34   8.36548883e-07   0   0   -8.68352795e+10   -2.11404848e-08
12.469475   1.84585453e+27   1.40002344   3.3801008e+09   -0.669991757   1.49608614   2.03431127e-06   84   84   34   34   8.23411706e-07   0   0   -8.58437975e+10   -2.08993591e-08
12.4701   1.80836584e+27   1.40002344   3.32675714e+09   -0.670000087   1.49604895   2.00222569e-06   84   84   34   34   8.10424684e-07   0   0   -8.48606974e+10   -2.06602689e-08
12.4704125   1.78984545e+27   1.40002345   3.3003146e+09   -0.670004251   1.49603035   1.98632067e-06   84   84   34   34   8.03986938e-07   0   0   -8.43719154e+10   -2.05413954e-08
12.470725   1.77147361e+27   1.40002345   3.27402469e+09   -0.670008415   1.49601176   1.97050736e-06   84   84   34   34   7.97586312e-07   0   0   -8.38843245e+10   -2.04228103e-08
12.4710375   1.75324944e+27   1.40002345   3.2478869e+09   -0.670012579   1.49599316   1.95478545e-06   84   84   34   34   7.91222682e-07   0   0   -8.33983481e+10   -2.03046169e-08
12.47135   1.73517208e+27   1.40002345   3.22190072e+09   -0.670016742   1.49597457   1.93915464e-06   84   84   34   34   7.84895926e-07   0   0   -8.29141533e+10   -2.01868557e-08
12.4716625   1.71724066e+27   1.40002345   3.19606555e+09   -0.670020906   1.49595598   1.92361457e-06   84   84   34   34   7.78605897e-07   0   0   -8.24319104e+10   -2.00695684e-08
12.471975   1.69945432e+27   1.40002345   3.17038078e+09   -0.670025069   1.49593739   1.90816487e-06   84   84   34   34   7.72352446e-07   0   0   -8.19514559e+10   -1.99527151e-08
12.4722875   1.68181221e+27   1.40002345   3.14484589e+09   -0.670029232   1.4959188   1.89280523e-06   84   84   34   34   7.6613545e-07   0   0   -8.14726226e+10   2.17481382e-08
12.4726   1.66431347e+27   1.40002345   3.11946039e+09   -0.670033395   1.49590022   1.87753535e-06   86   86   36   36   7.85945032e-07   0   0   -8.09955228e+10   2.15279548e-08
12.4729125   1.64695724e+27   1.40002345   3.09422369e+09   -0.670037557   1.49588163   1.8623549e-06   86   86   36   36   7.79590422e-07   0   0   -8.05203492e+10   -2.02751173e-08
12.473225   1.62974269e+27   1.40002345   3.06913517e+09   -0.670041719   1.49586305   1.84726348e-06   86   86   36   36   7.73273084e-07   0   0   -8.00469961e+10   -2.01560499e-08
12.4735375   1.61266897e+27   1.40002346   3.04419432e+09   -0.670045881   1.49584447   1.83226079e-06   86   86   36   36   7.66992891e-07   0   0   -7.95752729e+10   -2.00373915e-08
12.47385   1.59573523e+27   1.40002346   3.01940062e+09   -0.670050043   1.49582589   1.81734654e-06   86   86   36   36   7.60749714e-07   0   0   -7.91052249e+10   -1.99191534e-08
12.4741625   1.57894064e+27   1.40002346   2.99475355e+09   -0.670054204   1.49580731   1.80252039e-06   86   86   36   36   7.5454342e-07   0   0   -7.86370591e+10   -1.98013879e-08
12.474475   1.56228436e+27   1.40002346   2.97025246e+09   -0.670058366   1.49578873   1.78778197e-06   86   86   36   36   7.48373847e-07   0   0   -7.81707541e+10   -1.96840895e-08
12.4747875   1.54576556e+27   1.40002346   2.94589683e+09   -0.670062527   1.49577015   1.77313095e-06   86   86   36   36   7.42240864e-07   0   0   -7.77061045e+10   -1.95672066e-08
12.4751   1.52938342e+27   1.40002346   2.92168615e+09   -0.670066688   1.49575158   1.75856704e-06   86   86   36   36   7.36144343e-07   0   0   -7.72430914e+10   -1.94507343e-08
12.4754125   1.5131371e+27   1.40002346   2.8976199e+09   -0.670070848   1.495733   1.74408993e-06   86   86   36   36   7.30084155e-07   0   0   -7.67818737e+10   -1.93347127e-08
12.475725   1.49702579e+27   1.40002346   2.87369748e+09   -0.670075008   1.49571443   1.72969924e-06   86   86   36   36   7.24060147e-07   0   0   -7.63225359e+10   -1.92191631e-08
12.4760375   1.48104867e+27   1.40002346   2.84991831e+09   -0.670079169   1.49569586   1.71539465e-06   86   86   36   36   7.18072178e-07   0   0   -7.58649201e+10   -1.91040457e-08
12.47635   1.46520492e+27   1.40002346   2.8262819e+09   -0.670083328   1.49567729   1.70117584e-06   86   86   36   36   7.12120119e-07   0   0   -7.54089389e+10   -1.89893386e-08
12.4766625   1.44949372e+27   1.40002346   2.80278773e+09   -0.670087488   1.49565872   1.68704251e-06   86   86   36   36   7.06203841e-07   0   0   -7.49546322e+10   -1.88750517e-08
12.476975   1.43391428e+27   1.40002347   2.77943526e+09   -0.670091647   1.49564015   1.67299434e-06   86   86   36   36   7.00323211e-07   0   0   -7.45021661e+10   -1.87612269e-08
12.4772875   1.41846578e+27   1.40002347   2.75622387e+09   -0.670095807   1.49562159   1.65903096e-06   86   86   36   36   6.94478074e-07   0   0   -7.40515206e+10   -1.86478593e-08
12.4776   1.40314742e+27   1.40002347   2.73315306e+09   -0.670099965   1.49560302   1.64515205e-06   86   86   36   36   6.88668299e-07   0   0   -7.36025299e+10   -1.8534907e-08
12.4779125   1.3879584e+27   1.40002347   2.71022229e+09   -0.670104124   1.49558446   1.63135731e-06   86   86   36   36   6.82893757e-07   0   0   -7.31551766e+10   -1.84223656e-08
12.478225   1.37289793e+27   1.40002347   2.68743107e+09   -0.670108283   1.4955659   1.61764643e-06   86   86   36   36   6.77154321e-07   0   0   -7.27095276e+10   -1.83102521e-08
12.4785375   1.35796521e+27   1.40002347   2.66477884e+09   -0.670112441   1.49554734   1.60401909e-06   86   86   36   36   6.7144985e-07   0   0   -7.22657103e+10   -1.81985984e-08
12.47885   1.34315945e+27   1.40002347   2.642265e+09   -0.670116599   1.49552878   1.59047491e-06   86   86   36   36   6.65780197e-07   0   0   -7.182366e+10   -1.80873884e-08
12.4791625   1.32847986e+27   1.40002347   2.61988905e+09   -0.670120757   1.49551022   1.57701361e-06   86   86   36   36   6.60145232e-07   0   0   -7.13832484e+10   -1.79765898e-08
12.479475   1.31392566e+27   1.40002347   2.59765047e+09   -0.670124914   1.49549167   1.56363487e-06   86   86   36   36   6.54544828e-07   0   0   -7.09444742e+10   -1.78662021e-08
12.4797875   1.29949607e+27   1.40002347   2.57554875e+09   -0.670129071   1.49547311   1.55033838e-06   86   86   36   36   6.48978856e-07   0   0   -7.05073989e+10   -1.7756241e-08
12.4801   1.28519032e+27   1.40002347   2.55358335e+09   -0.670133229   1.49545456   1.53712381e-06   86   86   36   36   6.43447177e-07   0   0   -7.00721307e+10   -1.76467335e-08
12.4804125   1.27100762e+27   1.40002347   2.53175367e+09   -0.670137385   1.49543601   1.52399082e-06   86   86   36   36   6.37949647e-07   0   0   -6.96386086e+10   -1.75376645e-08
12.480725   1.25694721e+27   1.40002348   2.51005922e+09   -0.670141542   1.49541746   1.51093911e-06   86   86   36   36   6.32486137e-07   0   0   -6.92067223e+10   -1.74290062e-08
12.4810375   1.24300831e+27   1.40002348   2.48849947e+09   -0.670145698   1.49539891   1.49796835e-06   86   86   36   36   6.27056519e-07   0   0   -6.87764714e+10   -1.73207584e-08
12.48135   1.22919017e+27   1.40002348   2.46707392e+09   -0.670149854   1.49538036   1.48507825e-06   86   86   36   36   6.21660663e-07   0   0   -6.83478841e+10   -1.72129282e-08
12.4816625   1.21549201e+27   1.40002348   2.44578204e+09   -0.67015401   1.49536182   1.47226849e-06   86   86   36   36   6.16298438e-07   0   0   -6.79210689e+10   -1.7105543e-08
12.481975   1.20191309e+27   1.40002348   2.42462325e+09   -0.670158166   1.49534327   1.45953872e-06   86   86   36   36   6.10969699e-07   0   0   -6.74960064e+10   -1.69985979e-08
12.4822875   1.18845264e+27   1.40002348   2.40359704e+09   -0.670162321   1.49532473   1.44688864e-06   86   86   36   36   6.05674315e-07   0   0   -6.70725856e+10   -1.6892065e-08
12.4826   1.17510991e+27   1.40002348   2.38270289e+09   -0.670166477   1.49530619   1.43431793e-06   86   86   36   36   6.00412158e-07   0   0   -6.66507958e+10   -1.67859415e-08
12.4829125   1.16188416e+27   1.40002348   2.36194029e+09   -0.670170631   1.49528765   1.4218263e-06   86   86   36   36   5.95183101e-07   0   0   -6.62306384e+10   -1.66802279e-08
12.483225   1.14877463e+27   1.40002348   2.34130874e+09   -0.670174786   1.49526911   1.40941343e-06   86   86   36   36   5.89987016e-07   0   0   -6.5812184e+10   -1.65749419e-08
12.4835375   1.13578058e+27   1.40002348   2.32080768e+09   -0.670178941   1.49525057   1.39707899e-06   86   86   36   36   5.84823763e-07   0   0   -6.53954834e+10   -1.64700963e-08
12.48385   1.12290127e+27   1.40002348   2.30043656e+09   -0.670183095   1.49523203   1.38482266e-06   86   86   36   36   5.79693206e-07   0   0   -6.49804626e+10   -1.63656725e-08
12.4841625   1.11013597e+27   1.40002348   2.28019489e+09   -0.670187249   1.4952135   1.37264413e-06   86   86   36   36   5.74595217e-07   0   0   -6.45670668e+10   -1.62616567e-08
12.484475   1.09748393e+27   1.40002348   2.26008214e+09   -0.670191403   1.49519496   1.3605431e-06   86   86   36   36   5.6952967e-07   0   0   -6.41552963e+10   -1.6158049e-08
12.4847875   1.08494443e+27   1.40002348   2.24009783e+09   -0.670195556   1.49517643   1.34851927e-06   86   86   36   36   5.64496437e-07   0   0   -6.37451531e+10   -1.60548499e-08
12.4851   1.07251674e+27   1.40002349   2.22024142e+09   -0.67019971   1.4951579   1.33657232e-06   86   86   36   36   5.59495389e-07   0   0   -6.33367014e+10   -1.59520755e-08
12.4854125   1.06020014e+27   1.40002349   2.20051239e+09   -0.670203863   1.49513937   1.32470193e-06   86   86   36   36   5.54526389e-07   0   0   -6.29299731e+10   -1.5849734e-08
12.485725   1.04799389e+27   1.40002349   2.18091019e+09   -0.670208016   1.49512084   1.31290778e-06   86   86   36   36   5.49589305e-07   0   0   -6.25248997e+10   -1.5747808e-08
12.4860375   1.03589729e+27   1.40002349   2.16143433e+09   -0.670212168   1.49510232   1.30118958e-06   86   86   36   36   5.44684009e-07   0   0   -6.21214435e+10   -1.56462881e-08
12.48635   1.02390961e+27   1.40002349   2.14208429e+09   -0.670216321   1.49508379   1.28954701e-06   86   86   36   36   5.39810375e-07   0   0   -6.17196044e+10   -1.55451742e-08
12.4866625   1.01203014e+27   1.40002349   2.12285957e+09   -0.670220473   1.49506527   1.27797977e-06   86   86   36   36   5.34968276e-07   0   0   -6.13193825e+10   -1.54444664e-08
12.486975   1.00025818e+27   1.40002349   2.10375967e+09   -0.670224625   1.49504674   1.26648756e-06   86   86   36   36   5.30157584e-07   0   0   -6.09208006e+10   -1.53441705e-08
12.4872875   9.88593006e+26   1.40002349   2.08478407e+09   -0.670228776   1.49502822   1.25507007e-06   86   86   36   36   5.25378169e-07   0   0   -6.05239122e+10   -1.52442999e-08
12.4876   9.77033924e+26   1.40002349   2.06593223e+09   -0.670232928   1.4950097   1.24372697e-06   86   86   36   36   5.20629896e-07   0   0   -6.01286917e+10   -1.51448482e-08
12.4879125   9.65580229e+26   1.40002349   2.04720364e+09   -0.670237079   1.49499118   1.23245797e-06   86   86   36   36   5.15912639e-07   0   0   -5.97350807e+10   -1.50458007e-08
12.488225   9.54231224e+26   1.40002349   2.0285978e+09   -0.67024123   1.49497267   1.22126276e-06   86   86   36   36   5.11226271e-07   0   0   -5.93430763e+10   -1.49471566e-08
